Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	100
A_xenica_NA_BW_1_R1	0.12612559492298206	0.003348104129627517	0.00412232116419682	3.8536883622617903	0.00814209702580168	0.013284743950788509	0.014479396725984852	0.01686357501124794	0.02045778786709616	0.022316934203088407	0.19594458964574446	0.005608202598754331	0.0064685576875008815	0.01657439725793861	0.016741546101163504	0.019406698515528564	0.007734992174511597	0.008550227330117684	0.9460942416967146	0.0024600618091811374	0.002263174828204573	0.0034332167307788443	0.003368613190145909	0.003801354367083983	0.005125214223546196	1.0117601516645025	0.010188901265537216	0.004629920412027026
A_xenica_NA_BW_1_R2	0.034444967140639604	0.3173213116056928	0.07120233085472792	0.04262808228747807	0.05205712286080886	0.043274117693807415	0.04889360027584686	0.041479574898448106	0.040259285797603774	0.055060674773727385	0.051141393308662644	0.0901701354751629	0.039264596362461754	0.060627859251444934	0.0458356993525546	0.0488064367686437	0.043888364056333264	0.044260603504742084	0.0474989841605962	0.048959229269505716	0.04378992056584498	0.038901585991286215	0.042895725527243085	0.05238936964120681	0.05746023485437926	0.04198204688114871	0.044161134561227874	0.042417864417164546
A_xenica_NA_BW_2_R1	0.029081078045591107	0.0044261331627059	3.3139703839131083	0.0077180697024684134	0.017483225992688305	2.291623529157913	0.02964126052399607	0.03151545128507935	0.03006312634106648	0.9631680712032041	0.021773808827286335	0.016805474352148964	0.014963096423172633	0.03717398590027618	0.038554386180395084	0.026985580626372532	0.019664479741934308	0.015512213568670833	0.00420344333795726	0.00573184244570414	0.002042937087911442	0.0032310772087753067	0.0040485286772625525	0.0029184815541592026	0.002767716393304533	0.010294909103131253	0.022022778817688545	0.01732416183215356
A_xenica_NA_BW_2_R2	0.05110800636311969	0.06150250346241183	0.05552030785969213	0.054925546215953525	0.053286493779139	0.05590759451142889	0.05431003707301473	0.0471798131812182	0.060202326845866974	0.04413961296508459	0.04957545775553277	0.05259076097262616	0.03285850606663793	0.04851733529632339	0.04423920096124547	0.09412448803816766	0.07332027900683658	0.06684014342331247	0.08774808995064447	0.08575633002742682	0.07873675946469792	0.07079046727102749	0.07221789521600014	0.08855585925283829	0.08262069131497235	0.05956468703711465	0.07518478760162643	0.0775679836764209
A_xenica_NA_BW_3_R1	0.01710299885252627	0.0024633734644472975	0.005879806852771667	0.008192148963161942	3.51736399665627	0.03818489268779616	0.0464864091832063	0.05264744683318759	0.04653328098274123	0.052277680414634195	0.03058541158986488	0.026336743360909055	0.026044055012701996	0.04928725960430514	0.04719156936732081	0.038275511500230376	0.029221963021170794	0.015357284718736132	0.005612116797649911	0.004976743515065196	0.0010238884209520902	0.0032601940565412436	0.004520524666258466	0.005908971528037851	0.0025102452639822353	0.009795164507256822	0.018286251391897147	0.004942370862072908
A_xenica_NA_BW_3_R2	0.04128363943482818	0.05645968652869588	0.04172110956382093	0.04032016355549889	0.049715355373390904	0.03832550808640098	0.04239293869048837	0.04961640379659493	0.039315023854360774	0.035280924307720445	0.05370154152495108	0.05163709915432337	0.03178116327577841	0.05820644225803124	0.05951676945391905	0.09523620548617748	0.07115347488512633	0.06762246598682767	0.07575211921727637	0.0664798356737204	0.06892966839607984	0.0658548783465879	0.06163641638844348	0.06655066417079541	0.06436747990801253	0.057326294022319625	0.054202548982202316	0.0541421364405795
A_xenica_NA_FW_1_R1	0.12753060682382672	0.0034992031332233193	0.004174487948406767	3.6865148630494766	0.008183224169450323	0.013008441121579322	0.014045924155815709	0.01579552572242737	0.018349330114393863	0.020996446589912975	0.17070586232551024	0.005274588301869256	0.005565574667684669	0.015818853743315524	0.016222796841852533	0.018675922406828038	0.008049394996986694	0.00891621514156763	0.9249253334510374	0.0022935127904776	0.002298423952769843	0.003513936620100049	0.0032352281600152443	0.003869995886287685	0.004852228344736336	0.988026402162925	0.010134183390043957	0.004444601874480146
A_xenica_NA_FW_1_R2	0.03086665500674886	0.2327890926523303	0.06279534885919533	0.038264093209440256	0.04671129235209866	0.03875520943866458	0.04383212345827105	0.03701174682491823	0.03600495855500836	0.045258816104167716	0.04205059933675981	0.07012403078979532	0.035510158954064855	0.05676321377374754	0.041240257558539675	0.04561487537035536	0.03999527791745601	0.04102539420825403	0.04400769751021875	0.04478488894296624	0.03996949431542173	0.035016587143694405	0.03972270841023651	0.04889675957214691	0.053144914954937325	0.039009362087288176	0.04074545795759617	0.039633079698403066
A_xenica_NA_FW_2_R1	0.028500810085265907	0.004520183803287908	3.2022085828303974	0.007962881932536256	0.018356676666259324	2.146233202064042	0.03203548869888349	0.0341641799085714	0.033204954857292274	0.9403164917066452	0.02385710963153932	0.018385584818489654	0.0161254929168457	0.039414951559134916	0.0406606301188782	0.02916569758656349	0.021712650338816683	0.017221374687759104	0.004312570709997359	0.005708046058570544	0.0021024110712967014	0.0033454616172008764	0.004102329602867689	0.002796206724824613	0.0027015982266162617	0.010596151799335376	0.02301351718918152	0.017607692722109877
A_xenica_NA_FW_2_R2	0.04492589657977139	0.05388742377117358	0.048933617684430726	0.04889419747684391	0.04758019055728348	0.04811893339430325	0.04622676343013622	0.03968300897072524	0.05210037436057138	0.037220560003468975	0.04245030754331952	0.04500210898110589	0.027197315221061953	0.04438978175659073	0.037302028432481725	0.09131034084025486	0.0685806491456984	0.06439685111381796	0.08141324072212565	0.07985220050168784	0.07353708324628037	0.06544280062178807	0.06698544474535204	0.08289806854122894	0.07743705578353575	0.0560423951192527	0.06958980645992081	0.07290110389721312
