Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0
A_xenica_NA_FW_3_R2	405987.0	62493.0	41978.0	36531.0	37523.0	39113.0	40982.0	44053.0	48229.0	48429.0	46962.0	46247.0	46046.0	46397.0	47477.0	46995.0	47636.0	48049.0	50620.0	53928.0	60024.0	70145.0	83991.0	101719.0	120731.0	145074.0	174339.0	210211.0	255500.0	316871.0	403041.0	532009.0	743805.0	1102565.0	1783558.0	2411836.0	1671895.0	286455.0	459.0
A_xenica_NA_transfer_1_R1	328459.0	97800.0	51471.0	37232.0	33675.0	34471.0	37210.0	39879.0	42926.0	44905.0	47211.0	48027.0	48745.0	48061.0	47143.0	46246.0	45315.0	44173.0	44695.0	47177.0	52496.0	62103.0	75394.0	92559.0	112966.0	136476.0	163058.0	192306.0	228996.0	275579.0	339830.0	433675.0	582271.0	831321.0	1252866.0	1579983.0	1031221.0	155053.0	174.0
A_xenica_NA_transfer_1_R2	702346.0	88465.0	56240.0	44959.0	42924.0	44633.0	47532.0	51002.0	54001.0	54966.0	53011.0	51988.0	51541.0	52001.0	52856.0	51783.0	51953.0	52055.0	53377.0	56131.0	62598.0	72526.0	87274.0	104653.0	124157.0	145748.0	168472.0	196159.0	230843.0	273410.0	333064.0	415970.0	542228.0	745419.0	1100862.0	1391569.0	946548.0	157692.0	192.0
A_xenica_NA_transfer_2_R1	579045.0	179733.0	90019.0	65873.0	66218.0	66223.0	67179.0	71418.0	76975.0	81370.0	83401.0	87066.0	88172.0	89369.0	89136.0	87262.0	83732.0	80970.0	79691.0	81208.0	88124.0	102547.0	123684.0	153519.0	197860.0	262484.0	329780.0	342632.0	409327.0	477560.0	553009.0	721888.0	995715.0	1463318.0	2322541.0	3213225.0	2317020.0	390992.0	439.0
A_xenica_NA_transfer_2_R2	1025397.0	140031.0	92651.0	75314.0	74570.0	72702.0	75813.0	81369.0	86751.0	89403.0	86083.0	85680.0	86150.0	87264.0	88370.0	86264.0	85676.0	85750.0	87768.0	92863.0	102467.0	118840.0	141221.0	169720.0	200960.0	235482.0	276795.0	325353.0	387025.0	468653.0	579694.0	740706.0	994440.0	1430761.0	2215593.0	3004876.0	2194604.0	386293.0	372.0
A_xenica_NA_transfer_3_R1	298398.0	100934.0	51334.0	40302.0	39775.0	40568.0	40416.0	43647.0	48366.0	49426.0	47986.0	48169.0	48073.0	48105.0	46774.0	46265.0	45395.0	44305.0	44276.0	45953.0	52843.0	61726.0	72479.0	88321.0	107102.0	132011.0	160014.0	188959.0	229372.0	281901.0	353557.0	466472.0	666023.0	1004432.0	1734156.0	2543828.0	1826035.0	300747.0	444.0
A_xenica_NA_transfer_3_R2	558559.0	82770.0	52900.0	44776.0	45498.0	46405.0	47646.0	51331.0	55227.0	55577.0	52524.0	51374.0	50610.0	51256.0	51505.0	50830.0	51311.0	51959.0	53903.0	57103.0	64008.0	74202.0	89029.0	107349.0	127050.0	150140.0	177781.0	211984.0	253876.0	311640.0	393150.0	512734.0	709622.0	1041499.0	1670653.0	2238840.0	1533390.0	258481.0	397.0
F_catanatus_NA_BW_1_R1	233676.0	75153.0	42752.0	33863.0	32940.0	33650.0	35005.0	37928.0	41134.0	44046.0	45958.0	47054.0	48760.0	48911.0	48820.0	47411.0	46463.0	45253.0	45510.0	47602.0	51923.0	60778.0	73326.0	90286.0	109386.0	131889.0	157576.0	185105.0	220167.0	262504.0	320641.0	407098.0	543665.0	765993.0	1113735.0	1384007.0	922031.0	148481.0	198.0
F_catanatus_NA_BW_1_R2	575346.0	79510.0	52412.0	44294.0	44530.0	44686.0	47550.0	50932.0	53713.0	55131.0	53892.0	53605.0	54099.0	55402.0	55557.0	55088.0	54902.0	55304.0	55168.0	59140.0	64133.0	73585.0	87376.0	104081.0	121992.0	142355.0	164562.0	189996.0	219965.0	260360.0	312698.0	388160.0	500296.0	678026.0	963807.0	1192528.0	822404.0	143885.0	208.0
F_catanatus_NA_BW_2_R1	425415.0	144583.0	77505.0	57204.0	56370.0	59059.0	60570.0	65975.0	70733.0	74610.0	76352.0	78249.0	79650.0	80158.0	79982.0	77875.0	75421.0	73994.0	72648.0	74578.0	81714.0	95413.0	116032.0	145131.0	188228.0	251517.0	317301.0	332134.0	401140.0	466924.0	546343.0	714819.0	991696.0	1439277.0	2263792.0	3035442.0	2070668.0	324293.0	382.0
F_catanatus_NA_BW_2_R2	632275.0	103189.0	73857.0	60301.0	59057.0	60501.0	64073.0	69796.0	75151.0	77073.0	74327.0	73190.0	73313.0	74423.0	74787.0	72811.0	73823.0	75139.0	77347.0	82449.0	92257.0	107531.0	128922.0	156248.0	185569.0	219301.0	260003.0	309404.0	371179.0	453677.0	567872.0	731274.0	995765.0	1428704.0	2242051.0	2972383.0	2057485.0	336256.0	414.0
F_catanatus_NA_BW_3_R1	312375.0	112814.0	60963.0	50244.0	50847.0	49745.0	49918.0	53940.0	58687.0	62847.0	63847.0	66290.0	68657.0	69618.0	69097.0	68057.0	66435.0	65163.0	64939.0	67329.0	74219.0	85977.0	104325.0	128061.0	157721.0	193613.0	234057.0	272620.0	328549.0	400901.0	499326.0	651311.0	901098.0	1360560.0	2296657.0	3510427.0	2799453.0	521330.0	614.0
F_catanatus_NA_BW_3_R2	667630.0	100187.0	67386.0	58647.0	61384.0	61857.0	64559.0	68870.0	72226.0	74723.0	73826.0	73855.0	74815.0	76505.0	76778.0	76059.0	76636.0	77222.0	79551.0	84772.0	93202.0	107119.0	127606.0	152418.0	181260.0	212966.0	254387.0	300493.0	357261.0	436481.0	546702.0	705970.0	961421.0	1407680.0	2249938.0	3113162.0	2339887.0	436561.0	629.0
F_catanatus_NA_FW_1_R1	282178.0	85770.0	47898.0	36236.0	33965.0	34292.0	35678.0	38936.0	40994.0	43086.0	43822.0	45456.0	45658.0	45774.0	44544.0	43457.0	42160.0	41560.0	41950.0	43931.0	48927.0	57720.0	69866.0	84923.0	103110.0	124483.0	148210.0	174465.0	206551.0	249196.0	303373.0	389559.0	523408.0	743815.0	1089010.0	1323993.0	835165.0	126122.0	179.0
F_catanatus_NA_FW_1_R2	623752.0	83910.0	54176.0	44069.0	43042.0	43576.0	46296.0	49223.0	51975.0	52882.0	50936.0	49806.0	49485.0	49696.0	49763.0	49980.0	49331.0	49533.0	50722.0	53680.0	58807.0	67852.0	81431.0	97596.0	114949.0	133772.0	154479.0	178522.0	208277.0	246282.0	298431.0	371627.0	481735.0	654154.0	944962.0	1149037.0	755627.0	125829.0	218.0
F_catanatus_NA_FW_2_R1	1389137.0	408924.0	205595.0	146669.0	142119.0	147970.0	153476.0	163798.0	175672.0	182967.0	185413.0	189567.0	191371.0	192419.0	190423.0	185414.0	180852.0	175177.0	172060.0	176454.0	194444.0	226766.0	273572.0	341434.0	442751.0	589968.0	737517.0	772139.0	927372.0	1078538.0	1255307.0	1645907.0	2287224.0	3316372.0	5217904.0	6997195.0	4816780.0	782978.0	893.0
F_catanatus_NA_FW_2_R2	2113249.0	297662.0	198016.0	157824.0	150171.0	153847.0	161197.0	174842.0	186032.0	189455.0	181395.0	176182.0	176616.0	177938.0	179102.0	175670.0	175128.0	178077.0	184649.0	196556.0	218224.0	253618.0	304879.0	366547.0	434916.0	512716.0	605482.0	713971.0	851337.0	1036491.0	1291701.0	1671306.0	2269491.0	3250302.0	5089793.0	6805120.0	4785034.0	814981.0	1021.0
F_catanatus_NA_transfer_1_R1	604602.0	203557.0	117769.0	95851.0	99217.0	95044.0	97145.0	107855.0	122220.0	134802.0	144255.0	151876.0	155198.0	153258.0	150134.0	145313.0	141071.0	138941.0	138262.0	144806.0	161764.0	188233.0	230875.0	285887.0	354019.0	432993.0	526456.0	628871.0	760202.0	932080.0	1160684.0	1499225.0	2027977.0	2899248.0	4356874.0	5705474.0	4079718.0	702863.0	928.0
F_catanatus_NA_transfer_1_R2	1125923.0	174937.0	122047.0	106854.0	114336.0	112208.0	117762.0	129484.0	143149.0	153111.0	154146.0	156300.0	159877.0	160789.0	159893.0	156767.0	154948.0	155839.0	159781.0	169228.0	186790.0	218846.0	264659.0	322385.0	389723.0	464416.0	545356.0	644590.0	769103.0	929832.0	1153947.0	1470164.0	1941286.0	2710627.0	4043746.0	5375324.0	4004456.0	751810.0	1108.0
F_catanatus_NA_transfer_2_R1	1115339.0	358931.0	191954.0	143628.0	143795.0	149441.0	154721.0	168971.0	184141.0	194444.0	201629.0	207532.0	213446.0	215091.0	215303.0	212632.0	208071.0	202123.0	200129.0	205691.0	225746.0	264098.0	320982.0	409283.0	547108.0	759301.0	973663.0	1011828.0	1242705.0	1464710.0	1737998.0	2327529.0	3296728.0	4852205.0	7748801.0	10453991.0	7091537.0	1107460.0	1301.0
F_catanatus_NA_transfer_2_R2	1840567.0	287568.0	209556.0	172631.0	165609.0	169598.0	179507.0	195689.0	213568.0	219841.0	214106.0	211733.0	212591.0	215578.0	217661.0	215669.0	216681.0	220218.0	229216.0	245675.0	273506.0	319421.0	383922.0	463524.0	557441.0	668086.0	800410.0	962693.0	1167662.0	1445880.0	1835537.0	2405760.0	3314416.0	4816647.0	7577080.0	9997156.0	6787246.0	1093152.0	1185.0
F_chrysotus_NA_BW_1_R1	453124.0	141380.0	76038.0	57882.0	56924.0	54823.0	56049.0	61292.0	66628.0	72159.0	76575.0	80305.0	81825.0	80963.0	78178.0	75920.0	73344.0	71298.0	71160.0	73920.0	81452.0	95985.0	116179.0	142400.0	173246.0	209017.0	249257.0	292797.0	350328.0	421448.0	515888.0	656525.0	878556.0	1246226.0	1853217.0	2475524.0	1830618.0	319186.0	511.0
F_chrysotus_NA_BW_1_R2	739227.0	103831.0	69659.0	58319.0	59764.0	58190.0	60465.0	65697.0	71508.0	74745.0	74536.0	75507.0	77727.0	78897.0	78799.0	76316.0	74812.0	74243.0	75155.0	79129.0	87702.0	102524.0	123665.0	150371.0	180340.0	212316.0	247038.0	289832.0	341286.0	409158.0	503003.0	633815.0	833602.0	1166779.0	1727294.0	2390010.0	1878042.0	364229.0	615.0
F_chrysotus_NA_BW_2_R1	923325.0	268021.0	130875.0	91558.0	89039.0	90989.0	94607.0	100246.0	106116.0	110992.0	112277.0	115156.0	117238.0	116777.0	116402.0	113011.0	109886.0	106152.0	104211.0	106926.0	117954.0	137276.0	166528.0	209735.0	272798.0	365333.0	460294.0	478478.0	578500.0	672602.0	784540.0	1028530.0	1430161.0	2079758.0	3291535.0	4484181.0	3104589.0	489716.0	670.0
F_chrysotus_NA_BW_2_R2	1338146.0	185928.0	122675.0	97303.0	91740.0	93209.0	97682.0	105261.0	112227.0	113422.0	108754.0	105716.0	105793.0	106785.0	107376.0	104841.0	105719.0	106005.0	109981.0	117356.0	129827.0	153375.0	185915.0	224006.0	266975.0	316538.0	373661.0	443322.0	531438.0	645931.0	809588.0	1047124.0	1424152.0	2045322.0	3227758.0	4401744.0	3103724.0	510014.0	649.0
F_chrysotus_NA_BW_3_R1	338235.0	122316.0	63602.0	49123.0	46059.0	46952.0	47969.0	51592.0	56031.0	58873.0	59121.0	60927.0	61086.0	61077.0	60567.0	59727.0	57748.0	57249.0	56907.0	59289.0	65749.0	77187.0	93011.0	114458.0	140628.0	172997.0	209766.0	249120.0	301670.0	370744.0	464677.0	608482.0	855041.0	1284620.0	2237856.0	3489321.0	2703879.0	463290.0	681.0
F_chrysotus_NA_BW_3_R2	604389.0	93641.0	60938.0	50949.0	49661.0	51735.0	55057.0	58441.0	62310.0	63588.0	61863.0	60180.0	60235.0	60522.0	62042.0	61266.0	61577.0	61961.0	64070.0	68529.0	76686.0	90623.0	108748.0	133290.0	158204.0	188775.0	225000.0	267492.0	322954.0	396428.0	502670.0	658066.0	912411.0	1346891.0	2222044.0	3194827.0	2381526.0	417397.0	641.0
F_chrysotus_NA_FW_1_R1	408734.0	128775.0	73103.0	56174.0	53385.0	53396.0	56603.0	62291.0	68045.0	72124.0	75398.0	77749.0	79208.0	79189.0	78652.0	76995.0	75476.0	74289.0	74954.0	77958.0	86700.0	102362.0	124802.0	152766.0	187616.0	227553.0	272897.0	320547.0	381851.0	460987.0	566998.0	721322.0	966323.0	1360785.0	1997588.0	2531602.0	1729507.0	280235.0	430.0
F_chrysotus_NA_FW_1_R2	1089432.0	145143.0	93022.0	76006.0	73669.0	74851.0	78821.0	85828.0	92105.0	93456.0	89996.0	88407.0	89190.0	90596.0	90898.0	90626.0	90530.0	91527.0	92420.0	97584.0	107892.0	125101.0	149631.0	179720.0	212793.0	247556.0	286123.0	331914.0	386923.0	459359.0	555738.0	691562.0	891832.0	1213013.0	1721120.0	2156496.0	1487985.0	256143.0	361.0
F_chrysotus_NA_FW_2_R1	429178.0	136090.0	70330.0	52732.0	54101.0	54100.0	54545.0	58716.0	64136.0	68752.0	72683.0	74522.0	77890.0	78879.0	78835.0	76603.0	74209.0	71848.0	69833.0	71260.0	77426.0	90761.0	110603.0	139194.0	179909.0	240665.0	308696.0	319175.0	385118.0	452728.0	516647.0	674272.0	929251.0	1349138.0	2118232.0	3040260.0	2356111.0	417342.0	538.0
F_chrysotus_NA_FW_2_R2	650940.0	98214.0	68008.0	56064.0	56988.0	54596.0	56806.0	62030.0	67663.0	70236.0	69996.0	70433.0	71529.0	73411.0	74235.0	72894.0	71070.0	71614.0	73287.0	77965.0	86739.0	100328.0	121049.0	146504.0	175848.0	207437.0	246799.0	293295.0	349915.0	426608.0	533149.0	688450.0	929465.0	1348857.0	2100836.0	3002051.0	2341992.0	427424.0	583.0
F_chrysotus_NA_FW_3_R1	335916.0	124817.0	66990.0	53725.0	55282.0	53047.0	53309.0	57567.0	63566.0	68363.0	69881.0	73184.0	75250.0	74855.0	75041.0	73494.0	72311.0	70137.0	70220.0	72699.0	80157.0	93623.0	112894.0	138700.0	171172.0	211026.0	257911.0	304348.0	368329.0	455408.0	568801.0	744031.0	1038783.0	1554468.0	2648473.0	4218805.0	3500464.0	661659.0	918.0
F_chrysotus_NA_FW_3_R2	629851.0	101414.0	67418.0	58078.0	61248.0	59996.0	62668.0	67158.0	72697.0	76026.0	74629.0	74293.0	75562.0	77648.0	79650.0	77934.0	77491.0	77935.0	80806.0	85513.0	95763.0	110877.0	134359.0	163018.0	195284.0	231675.0	276042.0	330404.0	398944.0	489200.0	615713.0	805766.0	1109543.0	1641400.0	2654344.0	3878401.0	3044883.0	575117.0	876.0
F_chrysotus_NA_transfer_1_R1	348436.0	107511.0	57198.0	42538.0	38353.0	38719.0	40624.0	44379.0	48251.0	50183.0	51600.0	52294.0	52932.0	51682.0	50667.0	50068.0	48602.0	47657.0	47699.0	49832.0	55506.0	65373.0	79309.0	97312.0	119207.0	144032.0	171113.0	201678.0	240865.0	289738.0	355388.0	452444.0	607264.0	861979.0	1270683.0	1586773.0	1028502.0	153369.0	189.0
F_chrysotus_NA_transfer_1_R2	666922.0	89151.0	57467.0	45828.0	44293.0	45431.0	48538.0	52360.0	55419.0	56689.0	54605.0	53509.0	53454.0	53112.0	53433.0	53354.0	53004.0	52835.0	54499.0	56982.0	63245.0	73900.0	88397.0	106549.0	128076.0	149205.0	173059.0	202222.0	236416.0	282251.0	344411.0	431013.0	564655.0	777827.0	1139161.0	1458062.0	1009147.0	171212.0	256.0
F_chrysotus_NA_transfer_2_R1	705644.0	218748.0	108806.0	76407.0	73760.0	76526.0	79934.0	84237.0	90957.0	94466.0	97078.0	99233.0	100890.0	101804.0	100634.0	98693.0	95424.0	92311.0	90999.0	92989.0	101951.0	118822.0	144704.0	182930.0	235498.0	316977.0	400319.0	412128.0	495576.0	577820.0	668632.0	873308.0	1209286.0	1753542.0	2779993.0	3830063.0	2740768.0	458031.0	588.0
F_chrysotus_NA_transfer_2_R2	989762.0	143052.0	97446.0	78162.0	73442.0	75119.0	79006.0	85852.0	92675.0	93771.0	90220.0	88591.0	87775.0	89557.0	89616.0	88493.0	87477.0	88663.0	91565.0	98058.0	108477.0	127295.0	153319.0	185701.0	221784.0	262110.0	311803.0	369027.0	441227.0	538315.0	675347.0	875287.0	1190332.0	1720323.0	2748342.0	3851107.0	2871336.0	520313.0	729.0
F_diaphanus_NA_BW_1_R1	242918.0	77621.0	46446.0	36655.0	34843.0	36214.0	37403.0	41308.0	45655.0	47145.0	47549.0	48822.0	49340.0	48836.0	48093.0	47074.0	46326.0	45742.0	45844.0	48318.0	54349.0	63952.0	77701.0	96147.0	118403.0	144727.0	173806.0	208461.0	251495.0	305691.0	380604.0	492010.0	669500.0	952084.0	1391486.0	1658910.0	999877.0	142544.0	128.0
F_diaphanus_NA_BW_1_R2	488726.0	76161.0	52710.0	44409.0	43728.0	45927.0	48721.0	53191.0	57356.0	58396.0	56180.0	55216.0	54843.0	55368.0	55542.0	55368.0	55243.0	56040.0	57879.0	61422.0	67699.0	77964.0	94039.0	112964.0	135376.0	159450.0	185664.0	218390.0	258382.0	308977.0	380294.0	478901.0	627792.0	860364.0	1244109.0	1484904.0	930246.0	145922.0	164.0
F_diaphanus_NA_BW_2_R1	239482.0	74276.0	40214.0	29875.0	29889.0	31128.0	32223.0	35203.0	38566.0	40940.0	42605.0	44643.0	46147.0	46627.0	46557.0	46449.0	46045.0	45275.0	45116.0	46070.0	51672.0	60034.0	72480.0	91387.0	119780.0	163481.0	209082.0	218783.0	266728.0	317929.0	374213.0	497370.0	695833.0	1023740.0	1610924.0	2160724.0	1539933.0	263372.0	268.0
F_diaphanus_NA_BW_2_R2	596812.0	82731.0	55512.0	45254.0	43622.0	44262.0	46901.0	50986.0	54329.0	55605.0	54264.0	53598.0	54131.0	55475.0	56020.0	54888.0	55457.0	57362.0	59108.0	62721.0	68716.0	80231.0	94236.0	113142.0	133908.0	158770.0	187222.0	222463.0	264314.0	321708.0	400471.0	514111.0	689533.0	974948.0	1470150.0	1890802.0	1330324.0	230699.0	277.0
F_diaphanus_NA_FW_1_R1	1124282.0	357872.0	196369.0	151184.0	142348.0	143609.0	148684.0	162999.0	178184.0	186386.0	188701.0	191618.0	191530.0	189094.0	185210.0	181533.0	176481.0	172852.0	174034.0	180526.0	200642.0	234853.0	284395.0	346519.0	420823.0	506700.0	601216.0	707203.0	842274.0	1010178.0	1239489.0	1576932.0	2115621.0	2986870.0	4372883.0	5357092.0	3432662.0	539731.0	721.0
F_diaphanus_NA_FW_1_R2	2144901.0	302195.0	198918.0	164303.0	163797.0	165808.0	174865.0	190053.0	203703.0	207975.0	198866.0	193130.0	192620.0	193470.0	193834.0	191486.0	191543.0	191891.0	196580.0	206673.0	229125.0	266507.0	318392.0	381745.0	455417.0	530735.0	613171.0	713296.0	835693.0	994214.0	1208943.0	1510991.0	1974944.0	2716901.0	3940909.0	4926123.0	3332210.0	583518.0	855.0
F_diaphanus_NA_FW_2_R1	175943.0	61171.0	33585.0	26934.0	26561.0	27359.0	28011.0	30240.0	33080.0	35232.0	35784.0	37204.0	38245.0	39027.0	38685.0	38217.0	38078.0	37666.0	37968.0	39688.0	44830.0	52160.0	63003.0	76684.0	95175.0	118621.0	145220.0	172336.0	211840.0	262120.0	332839.0	442818.0	625525.0	957208.0	1623221.0	2357427.0	1661932.0	271363.0	266.0
F_diaphanus_NA_FW_2_R2	476088.0	68302.0	45199.0	38560.0	38260.0	39645.0	42374.0	45131.0	47534.0	49066.0	47934.0	46859.0	47377.0	47971.0	48794.0	48424.0	49759.0	50074.0	52152.0	55719.0	61503.0	71502.0	85364.0	102401.0	121901.0	144245.0	171296.0	203406.0	244975.0	300363.0	376897.0	488554.0	665638.0	969333.0	1518117.0	1961615.0	1289772.0	210936.0	226.0
F_diaphanus_NA_FW_3_R1	342950.0	116925.0	59490.0	45547.0	42609.0	42898.0	44391.0	47248.0	50420.0	52935.0	54971.0	56157.0	56538.0	56918.0	56662.0	55907.0	54739.0	53683.0	53428.0	55431.0	61609.0	72040.0	86593.0	106145.0	130421.0	158620.0	193513.0	226649.0	273873.0	335625.0	418320.0	545756.0	756921.0	1134335.0	1957225.0	3015954.0	2341824.0	406794.0	417.0
F_diaphanus_NA_FW_3_R2	724117.0	100371.0	64227.0	53104.0	51693.0	52661.0	55395.0	58905.0	61288.0	63415.0	61371.0	60674.0	61005.0	61590.0	62505.0	61571.0	61645.0	62366.0	64754.0	68468.0	75988.0	88944.0	106692.0	128276.0	151976.0	179450.0	211991.0	251067.0	300538.0	365428.0	457739.0	588374.0	802649.0	1168078.0	1881901.0	2637675.0	1959500.0	354685.0	405.0
F_diaphanus_NA_transfer_1_R1	511549.0	167374.0	94753.0	75623.0	75481.0	74563.0	77338.0	84175.0	94263.0	100352.0	103189.0	105803.0	106867.0	106197.0	104641.0	102625.0	100111.0	99520.0	99858.0	104237.0	115245.0	134796.0	162818.0	199469.0	242850.0	292805.0	348515.0	408640.0	488490.0	585095.0	716017.0	907068.0	1206837.0	1695343.0	2475278.0	3172465.0	2267613.0	400528.0	531.0
F_diaphanus_NA_transfer_1_R2	990546.0	143572.0	95935.0	82573.0	85120.0	85562.0	88768.0	97507.0	106520.0	110554.0	107111.0	105348.0	106315.0	107827.0	108163.0	107662.0	107384.0	108129.0	110053.0	116026.0	128117.0	150070.0	178752.0	213931.0	256306.0	299390.0	349221.0	406825.0	476461.0	569004.0	694562.0	872218.0	1136265.0	1569087.0	2275719.0	2983642.0	2240785.0	437253.0	639.0
F_diaphanus_NA_transfer_2_R1	197174.0	60631.0	32115.0	23880.0	23262.0	24641.0	25949.0	27436.0	30018.0	31835.0	33382.0	34328.0	34905.0	35488.0	35492.0	34959.0	34414.0	33217.0	33253.0	34335.0	37709.0	43366.0	51941.0	65112.0	83385.0	110805.0	137045.0	143946.0	172220.0	201763.0	235876.0	306698.0	417319.0	605726.0	937276.0	1228235.0	838053.0	133996.0	144.0
F_diaphanus_NA_transfer_2_R2	495029.0	66920.0	42363.0	33868.0	32656.0	33449.0	34993.0	37529.0	40446.0	40459.0	39593.0	38828.0	38459.0	39173.0	39664.0	38906.0	39318.0	39770.0	40757.0	43224.0	47772.0	54868.0	64626.0	76249.0	89679.0	104876.0	122353.0	143548.0	168377.0	200596.0	247792.0	313117.0	410427.0	568652.0	838909.0	1048887.0	702197.0	112880.0	120.0
