assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff
/home/ljcohen/osmotic_trim/assemblies/F_zebrinus/trinity_out/Trinity.fixed.fasta,231857,224,17450,220938253,952.90741,0,60881,138,51560,47.21654,333,914,1942,3148,5231,0.45918,0.00677,0.0071,1.59194,0,0.0,0.16304,117878,117878,0.50841,0.65064,52852,0.29172,19533,0.10782,13059,0.07208,7899,0.0436,5935,0.03276,3754,0.02072,0.09699,NA,NA,NA
