"","id","F_similis_NA_BW_1","F_similis_NA_BW_2","F_similis_NA_BW_3","F_similis_NA_FW_2","F_similis_NA_FW_3","F_similis_NA_transfer_1","F_similis_NA_transfer_2","F_similis_NA_transfer_3","baseMean.BW_FW","log2FoldChange.BW_FW","lfcSE.BW_FW","stat.BW_FW","pvalue.BW_FW","padj.BW_FW","baseMean.transfer_FW","log2FoldChange.transfer_FW","lfcSE.transfer_FW","stat.transfer_FW","pvalue.transfer_FW","padj.transfer_FW","baseMean.transfer_BW","log2FoldChange.transfer_BW","lfcSE.transfer_BW","stat.transfer_BW","pvalue.transfer_BW","padj.transfer_BW","gene","NA","NA.1","NA.2","NA.3","NA.4","NA.5"
"3062","Funhe2EKm023947t1","3.62368786869458","13.7058116377106","14.3512473447315","5.78097002434362","14.0104986328245","9.68772951645144","8.86175427022593","5.79580756571046",9.47718835758658,0.0162844565225099,0.674698685942178,0.024135894825065,0.980744211725105,1,9.47718835758658,-0.308033429192676,0.687329234818562,-0.448159940809136,0.654037771185354,1,9.47718835758658,-0.324317885715186,0.613085909399682,-0.528992561634225,0.596810609907463,0.998315929808848,"Ran-binding","protein","10","(90%P)","","",""
"3063","Funhe2EKm023957t1","7.97211331112808","6.85290581885531","7.17562367236575","12.718134053556","10.5078739746184","4.84386475822572","25.1083037656401","30.9109736837891",13.2612241297723,-0.650304341768305,0.684751633480101,-0.949693742917086,0.34226789002538,1,13.2612241297723,0.764044738451516,0.643680621938696,1.18699353749426,0.235230169619503,1,13.2612241297723,1.41434908021982,0.595970258526504,2.37318735286674,0.0176353160507354,0.69298507031581,"Solute","carrier","family","7","(amino","acid","transporter"
"3064","Funhe2EKm023958t1","17.393701769734","35.2435156398273","19.134996459642","9.24955203894979","15.7618109619276","16.95352665379","13.2926314053389","29.9450057561707",19.6218425856725,0.909163817037924,0.542963400249489,1.67444770056355,0.0940426447733156,1,19.6218425856725,0.67299653542011,0.548143494711663,1.22777437279288,0.219531678454875,1,19.6218425856725,-0.236167281617814,0.456957533790966,-0.516825446904325,0.605278014606064,0.998315929808848,"Carbonic","anhydrase","5B,","mitochondrial","(100%P)","",""
"3065","Funhe2EKm023959t1","10.8710636060837","6.85290581885531","7.17562367236575","9.24955203894979","9.63221781006684","13.3206280851207","5.90783618015062","5.79580756571046",8.60070434716291,-0.162744759292702,0.662427544214263,-0.245679336123834,0.805930469401581,1,8.60070434716291,-0.101415796824378,0.660687826646439,-0.153500326075554,0.878003733184109,1,8.60070434716291,0.0613289624683238,0.594640101245425,0.103136270728925,0.9178548186254,0.998315929808848,"Ubiquitin","modifier","activating","enzyme","(100%P)","",""
"3066","Funhe2EKm023961t1","12.3205387535616","10.7688520010584","17.9390591809144","16.1867160681621","17.5131232910306","18.7699759381247","10.3387133152636","9.65967927618409",14.1870822280374,-0.322501807321568,0.533647806459195,-0.604334550649422,0.545621239876351,1,14.1870822280374,-0.3293557059294,0.534481348323285,-0.616215527375497,0.537752281726125,1,14.1870822280374,-0.00685389860783272,0.487421290161101,-0.0140615495182153,0.988780876460603,0.998315929808848,"NLR","family,","CARD","domain","containing","(66%P)",""
"3067","Funhe2EKm023993t1","10.1463260323448","17.6217578199137","8.37156095109337","8.09335803408107","9.63221781006684","13.9261111798989","10.3387133152636","19.3193585523682",12.1811754618788,0.437189899124005,0.602493335663448,0.725634414931054,0.46806291760844,1,12.1811754618788,0.723773929463574,0.595001603362849,1.21642349427787,0.223823638597288,1,12.1811754618788,0.286584030339569,0.50300844792147,0.569739994474825,0.568854059549309,0.998315929808848,"Carbonic","anhydrase","(100%S)","","","",""
"3068","Funhe2EKm023994t1","28.9895029495566","17.6217578199137","29.8984319681906","13.8743280584247","21.8914041137883","16.95352665379","22.1543856755648","26.0811340456971",22.1830589106157,0.494880859957007,0.480956740951872,1.02895087607583,0.303502759322709,1,22.1830589106157,0.24616470863545,0.486584260665496,0.505903557790326,0.61292435459672,1,22.1830589106157,-0.248716151321557,0.418673043500734,-0.594058192144203,0.552473192372114,0.998315929808848,"Transient","receptor","potential","cation","channel,","subfamily","M,"
"3069","Funhe2EKm024004t1","9.42158845860591","16.6427712743629","14.3512473447315","21.9676860925058","18.3887794555822","10.2932126112297","16.2465494954142","8.69371134856569",14.5006932601247,-0.59782868546361,0.516950478476018,-1.15645252370406,0.247496108253462,1,14.5006932601247,-0.824830503888042,0.525459170305781,-1.56973281750521,0.11647728300165,1,14.5006932601247,-0.227001818424432,0.490306649950005,-0.462979277249408,0.64337922098363,0.998315929808848,"Carnitine","O-palmitoyltransferase","1,","liver","(100%M)","",""
"3070","Funhe2EKm024009t1","15.2194890485172","6.85290581885531","5.97968639363812","8.09335803408107","14.0104986328245","8.47676332689501","4.43087713511297","4.82983963809205",8.48667725350203,-0.213864419948645,0.660730801439588,-0.323678598731407,0.74618137507179,1,8.48667725350203,-0.851558249424503,0.689046912860976,-1.23584945165601,0.216514529306826,1,8.48667725350203,-0.637693829475858,0.628102062575291,-1.01527103232433,0.309976648809546,0.998315929808848,"Receptor-type","tyrosine-protein","phosphatase","H","(98%M)","",""
"3071","Funhe2EKm024021t1","7.24737573738916","5.87391927330455","4.7837491149105","11.5619400486872","2.62696849365459","11.5041788007861","10.3387133152636","3.86387171047364",7.22508956180867,-0.171773365796866,0.773553773992289,-0.222057433590361,0.824269173670636,1,7.22508956180867,0.337894294339551,0.753457251248166,0.448458480928813,0.653822344122205,1,7.22508956180867,0.509667660136418,0.674922256068624,0.755150175525692,0.450158880051165,0.998315929808848,"Pleckstrin","domain-containing","family","A","member","(100%P)",""
"3072","Funhe2EKm024034t1","6.52263816365025","9.78986545550759","21.5268710170972","3.46858201460617","7.00524931641225","8.47676332689501","11.8156723603012","10.6256472038025",9.90391110728403,1.1816583759342,0.707354017343239,1.67053320821222,0.0948139148199137,1,9.90391110728403,0.911802336471469,0.71580746147921,1.27380948863992,0.202730941571769,1,9.90391110728403,-0.269856039462735,0.567199013948727,-0.475769584971686,0.634238540541058,0.998315929808848,"Myeloid-associated","differentiation","marker","protein","2","(98%P)",""
